-0.054148,0.28213,190.1,0.0010869,0.0002678,0.00025659
-10.193,-19.686,190.02,0.00075838,0.15119,0.15073
-40.159,-9.632,189.96,0.05079,0.051144,-0.049789
0.055644,-19.885,180.08,-0.19904,-0.19873,0.050942
9.975,20.111,180.18,-0.1992,0.0002804,-0.10022
30.057,-19.686,180.14,0.15156,-0.049954,-0.099866
0.089697,0.31193,180.12,0.050981,-0.24956,0.1009
10.045,-9.5863,180.11,0.20141,-0.099988,-0.049705
-0.067387,20.408,170.11,0.10142,-0.00036242,0.00010645
-30.125,30.333,170.09,-0.049261,-0.099853,0.00058757
-30.078,10.362,170.04,0.050797,-0.099586,-0.049789
-0.26896,20.129,170.14,-0.19909,0.30052,0.049982
29.96,20.287,170.22,0.0014291,0.14961,-8.5242e-05
10.05,40.107,170.27,-0.29972,-0.10027,0.0002192
-0.08579,-19.482,160.07,0.30193,0.10038,0.00027361
19.902,0.50753,160.12,0.30235,0.19969,-0.050162
9.9778,-19.783,160.09,0.0014045,0.00049538,0.00022022
-20.203,-9.8548,160,-0.19944,0.10097,0.15068
10.024,50.264,150.26,-0.14928,-0.10066,0.050582
20.125,-9.8111,150.13,0.0013529,-0.24933,0.1513
-9.9633,30.07,150.21,-0.29972,-0.24975,-0.049513
40.108,-9.9506,140.13,-0.14834,0.00051193,-0.20074
10.012,0.36137,140.11,0.15152,-0.049988,0.10044
-20.095,-19.831,139.9,0.051743,0.10109,-0.35015
-0.15552,30.193,140.15,-0.19926,0.099777,0.20077
9.9979,10.43,130.08,0.25186,-0.050565,-0.099805
-40.215,-9.7417,129.94,-0.049192,0.10122,0.10067
-0.099528,20.454,130.05,0.1513,0.050636,0.30123
29.981,30.464,130.17,0.20195,0.099333,0.050267
-10.088,-39.771,129.98,0.10165,0.10085,-0.14976
-10.232,10.021,129.99,-0.098383,0.25123,-0.25095
20.162,-19.902,120.1,-0.048586,-0.24918,0.10093
-10.142,0.0065344,109.91,-0.048054,0.15124,-0.40055
-30.131,-9.8705,99.956,-0.049022,0.050939,-0.049707
-9.922,-19.714,100.04,0.15141,-0.19934,0.00077813
-20.037,20.046,100.09,-0.19941,-0.14948,-0.099815
30.153,29.951,100.25,-0.29969,-0.050762,0.050366
-29.923,-19.717,89.909,0.20111,-0.19936,-0.34984
9.8252,10.203,90.088,0.051888,0.29993,-0.00042916
9.9044,30.335,80.095,0.15197,0.14949,0.00010427
-10.14,-39.664,79.986,0.2521,0.2508,0.00025866
-40.101,-29.854,79.89,0.0011435,0.051379,-0.099555
-50.1,-9.7027,69.932,0.00099652,-0.098597,0.20143
-30.078,-9.7965,69.942,-0.098937,-0.14855,0.3517
20.186,9.8649,60.101,-0.29888,-0.24894,-0.30003
10.081,-30.015,50.026,-0.098556,-0.19881,0.15113
-20.041,0.39795,49.973,0.25174,-0.04906,0.20106
10.074,-9.7581,50.04,0.2019,-0.14996,0.00050842
20.135,-0.19937,50.108,-0.29911,-0.14962,-0.04942
40.134,10.039,40.135,0.0013748,-0.05053,0.00021319
