Monday, December 01 04:07PM, 2008



Session #1

Time Stamp 	X-axis 		Y-axis 		Z-axis 		
4566748   	1834.849  	2737.526  	-336.385  	
4566799   	1834.849  	2737.525  	-336.387  	
4566847   	1834.850  	2737.524  	-336.387  	
4566898   	1834.851  	2737.523  	-336.388  	
4566949   	1834.851  	2737.522  	-336.383  	
4566997   	1834.852  	2737.522  	-336.383  	
4567048   	1834.852  	2737.522  	-336.385  	
4567096   	1834.852  	2737.522  	-336.384  	
4567147   	1834.854  	2737.525  	-336.379  	
4567198   	1835.080  	2737.592  	-336.381  	
4567246   	1835.803  	2737.646  	-336.375  	
4567297   	1836.504  	2737.738  	-336.362  	
4567348   	1837.127  	2737.809  	-336.351  	
4567399   	1837.593  	2737.871  	-336.354  	
4567447   	1838.156  	2737.949  	-336.345  	
4567498   	1838.839  	2738.027  	-336.326  	
4567549   	1839.482  	2738.120  	-336.308  	
4567597   	1840.061  	2738.190  	-336.296  	
4567648   	1840.641  	2738.257  	-336.290  	
4567699   	1841.037  	2738.322  	-336.283  	
4567747   	1841.506  	2738.384  	-336.280  	
4567798   	1842.226  	2738.469  	-336.275  	
4567846   	1842.850  	2738.557  	-336.279  	
4567897   	1843.716  	2738.668  	-336.273  	
4567948   	1845.345  	2738.867  	-336.263  	
4567996   	1846.164  	2738.980  	-336.261  	
4568098   	1847.459  	2739.149  	-336.238  	
4568149   	1848.356  	2739.262  	-336.230  	
4568197   	1849.197  	2739.370  	-336.217  	
4568248   	1850.717  	2739.570  	-336.198  	
4568299   	1851.874  	2739.721  	-336.178  	
4568347   	1853.197  	2739.880  	-336.148  	
4568398   	1854.553  	2740.060  	-336.128  	
4568449   	1855.887  	2740.228  	-336.111  	
4568497   	1856.949  	2740.356  	-336.115  	
4568548   	1858.065  	2740.517  	-336.119  	
4568596   	1859.101  	2740.628  	-336.120  	
4568647   	1860.168  	2740.753  	-336.102  	
4568698   	1861.063  	2740.861  	-336.142  	
4568746   	1861.461  	2740.859  	-336.177  	
4568797   	1861.796  	2740.905  	-336.193  	
4568848   	1862.188  	2740.959  	-336.189  	
4568899   	1862.614  	2741.021  	-336.181  	
4568947   	1863.041  	2741.083  	-336.167  	
4568998   	1863.626  	2741.172  	-336.142  	
4569049   	1864.231  	2741.263  	-336.113  	
4569097   	1864.648  	2741.326  	-336.101  	
4569148   	1865.066  	2741.384  	-336.086  	
4569199   	1865.607  	2741.471  	-336.078  	
4569247   	1866.357  	2741.566  	-336.052  	
4569298   	1867.184  	2741.678  	-336.036  	
4569346   	1867.902  	2741.767  	-336.017  	
4569397   	1868.508  	2741.858  	-336.005  	
4569448   	1869.153  	2741.938  	-335.995  	
4569496   	1869.843  	2742.021  	-335.978  	
4569547   	1870.582  	2742.120  	-335.972  	
4569598   	1871.380  	2742.216  	-335.965  	
4569649   	1872.014  	2742.303  	-335.968  	
4569697   	1872.606  	2742.366  	-335.969  	
4569748   	1873.198  	2742.452  	-335.970  	
4569796   	1873.953  	2742.545  	-335.968  	
4569847   	1875.486  	2742.739  	-335.956  	
4569898   	1876.752  	2742.910  	-335.936  	
4569946   	1877.729  	2743.030  	-335.928  	
4569997   	1878.561  	2743.135  	-335.914  	
4570048   	1878.890  	2743.180  	-335.918  	
4570096   	1879.396  	2743.255  	-335.919  	
4570147   	1880.016  	2743.326  	-335.910  	
4570198   	1880.792  	2743.436  	-335.912  	
4570246   	1881.732  	2743.547  	-335.892  	
4570297   	1883.067  	2743.723  	-335.871  	
4570345   	1883.693  	2743.806  	-335.860  	
4570396   	1885.336  	2744.001  	-335.834  	
4570447   	1886.481  	2744.154  	-335.826  	
4570495   	1887.087  	2744.251  	-335.826  	
4570546   	1887.412  	2744.290  	-335.822  	
4570597   	1887.982  	2744.359  	-335.821  	
4570645   	1888.663  	2744.460  	-335.817  	
4570696   	1889.722  	2744.586  	-335.814  	
4570747   	1891.342  	2744.778  	-335.798  	
4570798   	1892.302  	2744.916  	-335.778  	
4570846   	1892.790  	2744.979  	-335.774  	
4570897   	1893.445  	2745.069  	-335.769  	
4570948   	1894.219  	2745.160  	-335.771  	
4570996   	1894.955  	2745.260  	-335.764  	
4571047   	1895.742  	2745.358  	-335.758  	
4571095   	1896.561  	2745.471  	-335.750  	
4571146   	1897.380  	2745.564  	-335.731  	
4571197   	1898.007  	2745.659  	-335.721  	
4571245   	1898.642  	2745.734  	-335.712  	
4571296   	1899.279  	2745.814  	-335.702  	
4571347   	1899.860  	2745.892  	-335.693  	
4571395   	1900.359  	2745.950  	-335.690  	
4571446   	1900.787  	2746.008  	-335.681  	
4571497   	1901.080  	2746.055  	-335.676  	
4571548   	1901.455  	2746.099  	-335.668  	
4571596   	1901.625  	2746.118  	-335.664  	
4571647   	1901.661  	2746.123  	-335.663  	
4571698   	1901.664  	2746.125  	-335.661  	
4571746   	1901.664  	2746.125  	-335.659  	


Session #2

Time Stamp 	X-axis 		Y-axis 		Z-axis 		
4584082   	1815.531  	2735.065  	-356.514  	
4584133   	1815.529  	2735.063  	-356.514  	
4584184   	1815.530  	2735.065  	-356.515  	
4584232   	1815.528  	2735.065  	-356.515  	
4584283   	1815.528  	2735.064  	-356.516  	
4584331   	1815.529  	2735.066  	-356.516  	
4584382   	1815.531  	2735.066  	-356.515  	
4584433   	1815.530  	2735.068  	-356.513  	
4584484   	1815.531  	2735.067  	-356.513  	
4584532   	1815.529  	2735.068  	-356.513  	
4584583   	1815.534  	2735.073  	-357.093  	
4584634   	1815.553  	2735.063  	-358.937  	
4584685   	1815.560  	2735.068  	-359.265  	
4584733   	1815.562  	2735.069  	-359.691  	
4584784   	1815.566  	2735.070  	-360.510  	
4584832   	1815.582  	2735.069  	-361.891  	
4584883   	1815.586  	2735.073  	-362.307  	
4584934   	1815.590  	2735.072  	-362.876  	
4584982   	1815.606  	2735.063  	-364.121  	
4585033   	1815.606  	2735.073  	-364.411  	
4585081   	1815.610  	2735.072  	-365.032  	
4585132   	1815.621  	2735.073  	-365.864  	
4585183   	1815.638  	2735.072  	-367.272  	
4585231   	1815.646  	2735.073  	-368.437  	
4585282   	1815.662  	2735.076  	-369.420  	
4585333   	1815.671  	2735.071  	-370.503  	
4585384   	1815.685  	2735.071  	-371.730  	
4585435   	1815.705  	2735.071  	-373.083  	
4585483   	1815.718  	2735.068  	-374.146  	
4585534   	1815.720  	2735.068  	-374.948  	
4585582   	1815.726  	2735.072  	-375.368  	
4585633   	1815.740  	2735.069  	-376.780  	
4585684   	1815.752  	2735.072  	-377.690  	
4585732   	1815.755  	2735.073  	-378.268  	
4585783   	1815.764  	2735.073  	-379.342  	
4585831   	1815.782  	2735.069  	-380.768  	
4585882   	1815.784  	2735.073  	-381.274  	
4585933   	1815.793  	2735.074  	-382.258  	
4585981   	1815.816  	2735.076  	-383.861  	
4586032   	1815.825  	2735.077  	-385.473  	
4586083   	1815.844  	2735.073  	-386.589  	
4586131   	1815.849  	2735.073  	-387.403  	
4586182   	1815.858  	2735.079  	-388.304  	
4586233   	1815.881  	2735.075  	-390.466  	
4586284   	1815.889  	2735.079  	-391.315  	
4586332   	1815.897  	2735.081  	-392.003  	
4586383   	1815.919  	2735.078  	-394.022  	
4586434   	1815.930  	2735.076  	-394.977  	
4586482   	1815.929  	2735.080  	-395.273  	
4586533   	1815.938  	2735.082  	-396.120  	
4586581   	1815.958  	2735.074  	-397.498  	
4586632   	1815.956  	2735.077  	-397.893  	
4586683   	1815.962  	2735.081  	-398.217  	
4586731   	1815.965  	2735.081  	-398.697  	
4586782   	1815.974  	2735.080  	-399.457  	
4586833   	1815.983  	2735.079  	-400.020  	
4586881   	1815.991  	2735.082  	-400.654  	
4586932   	1816.002  	2735.081  	-401.393  	
4586983   	1816.012  	2735.083  	-402.243  	
4587034   	1816.022  	2735.086  	-402.943  	
4587082   	1816.021  	2735.087  	-403.682  	
4587133   	1816.025  	2735.089  	-404.352  	
4587184   	1816.028  	2735.093  	-405.065  	
4587232   	1816.031  	2735.091  	-405.720  	
4587283   	1816.053  	2735.086  	-406.188  	
4587331   	1816.065  	2735.081  	-406.495  	
4587382   	1816.066  	2735.085  	-406.617  	
4587433   	1816.068  	2735.084  	-407.129  	
4587481   	1816.068  	2735.086  	-407.607  	
4587532   	1816.070  	2735.083  	-408.169  	
4587580   	1816.076  	2735.085  	-408.720  	
4587631   	1816.083  	2735.083  	-409.607  	
4587682   	1816.089  	2735.086  	-409.910  	
4587733   	1816.089  	2735.088  	-410.048  	
4587784   	1816.090  	2735.087  	-410.189  	
4587832   	1816.088  	2735.088  	-410.274  	
4587883   	1816.089  	2735.086  	-410.331  	
4587934   	1816.088  	2735.084  	-410.368  	
4587982   	1816.089  	2735.085  	-410.374  	
4588033   	1816.089  	2735.085  	-410.389  	
4588081   	1816.088  	2735.085  	-410.393  	
4588132   	1816.090  	2735.085  	-410.397  	
4588240   	1816.089  	2735.085  	-410.398  	
4588291   	1816.089  	2735.086  	-410.405  	
4588342   	1816.089  	2735.084  	-410.411  	
4588393   	1816.090  	2735.085  	-410.412  	
4588441   	1816.090  	2735.086  	-410.411  	
4588492   	1816.092  	2735.083  	-410.412  	
4588543   	1816.090  	2735.084  	-410.411  	
4588591   	1816.091  	2735.084  	-410.412  	
4588642   	1816.092  	2735.084  	-410.411  	
4588693   	1816.089  	2735.084  	-410.411  	
4588741   	1816.091  	2735.084  	-410.411  	
4588792   	1816.092  	2735.084  	-410.412  	
4588840   	1816.090  	2735.085  	-410.429  	
4588891   	1816.091  	2735.084  	-410.514  	
4588942   	1816.094  	2735.085  	-410.585  	
4588993   	1816.095  	2735.084  	-410.668  	
4589041   	1816.092  	2735.085  	-410.734  	
4589092   	1816.093  	2735.088  	-410.773  	


Session #3

Time Stamp 	X-axis 		Y-axis 		Z-axis 		
4603696   	1809.239  	2780.654  	-311.605  	
4603744   	1809.240  	2780.655  	-311.605  	
4603795   	1809.239  	2780.657  	-311.603  	
4603846   	1809.235  	2780.661  	-311.602  	
4603894   	1809.229  	2780.659  	-311.600  	
4603945   	1809.226  	2780.662  	-311.600  	
4603993   	1809.221  	2780.669  	-311.600  	
4604044   	1809.208  	2780.665  	-311.601  	
4604095   	1809.204  	2780.668  	-311.604  	
4604143   	1809.148  	2781.091  	-311.613  	
4604194   	1808.962  	2782.720  	-311.600  	
4604245   	1808.838  	2783.881  	-311.590  	
4604296   	1808.753  	2784.524  	-311.594  	
4604344   	1808.641  	2785.189  	-311.592  	
4604395   	1808.568  	2785.861  	-311.588  	
4604446   	1808.497  	2786.462  	-311.596  	
4604494   	1808.377  	2787.275  	-311.602  	
4604545   	1808.138  	2788.879  	-311.607  	
4604596   	1808.047  	2789.780  	-311.616  	
4604644   	1807.985  	2790.295  	-311.608  	
4604695   	1807.935  	2790.682  	-311.620  	
4604743   	1807.883  	2791.129  	-311.621  	
4604794   	1807.815  	2791.655  	-311.624  	
4604845   	1807.737  	2792.298  	-311.622  	
4604893   	1807.556  	2793.654  	-311.619  	
4604944   	1807.357  	2795.066  	-311.614  	
4604995   	1807.213  	2796.219  	-311.618  	
4605046   	1807.099  	2797.152  	-311.624  	
4605094   	1807.040  	2797.620  	-311.622  	
4605145   	1806.967  	2798.193  	-311.616  	
4605196   	1806.918  	2798.632  	-311.611  	
4605244   	1806.876  	2798.964  	-311.611  	
4605295   	1806.852  	2799.097  	-311.603  	
4605346   	1806.855  	2799.107  	-311.605  	
4605394   	1806.857  	2799.110  	-311.608  	
4605445   	1806.859  	2799.107  	-311.608  	
4605493   	1806.860  	2799.105  	-311.607  	
4605544   	1806.860  	2799.105  	-311.609  	
4605595   	1806.859  	2799.104  	-311.609  	
4605643   	1806.859  	2799.108  	-311.608  	
4605694   	1806.829  	2799.292  	-311.611  	
4605742   	1806.768  	2799.799  	-311.614  	
4605796   	1806.637  	2800.746  	-311.604  	
4605844   	1806.540  	2801.507  	-311.608  	
4605895   	1806.444  	2802.374  	-311.608  	
4605946   	1806.207  	2804.094  	-311.613  	
4605994   	1806.158  	2804.543  	-311.610  	
4606045   	1806.046  	2805.302  	-311.618  	
4606096   	1805.969  	2806.010  	-311.624  	
4606144   	1805.855  	2806.781  	-311.624  	
4606195   	1805.780  	2807.564  	-311.631  	
4606243   	1805.609  	2808.848  	-311.629  	
4606294   	1805.528  	2809.492  	-311.631  	
4606345   	1805.417  	2810.260  	-311.623  	
4606393   	1805.353  	2810.836  	-311.629  	
4606444   	1805.274  	2811.446  	-311.636  	
4606495   	1805.191  	2812.095  	-311.641  	
4606546   	1805.100  	2812.848  	-311.640  	
4606594   	1804.977  	2813.697  	-311.638  	
4606645   	1804.859  	2814.571  	-311.627  	
4606696   	1804.827  	2814.948  	-311.623  	
4606744   	1804.774  	2815.270  	-311.623  	
4606795   	1804.728  	2815.646  	-311.622  	
4606846   	1804.651  	2816.311  	-311.622  	
4606894   	1804.434  	2817.860  	-311.610  	
4606945   	1804.243  	2819.293  	-311.602  	
4606993   	1804.126  	2820.352  	-311.616  	
4607044   	1804.084  	2820.637  	-311.616  	
4607095   	1804.068  	2820.774  	-311.623  	
4607143   	1804.013  	2821.137  	-311.623  	
4607194   	1803.960  	2821.603  	-311.630  	
4607245   	1803.849  	2822.448  	-311.633  	
4607296   	1803.734  	2823.316  	-311.636  	
4607344   	1803.644  	2824.038  	-311.642  	
4607395   	1803.568  	2824.603  	-311.634  	
4607446   	1803.527  	2824.905  	-311.636  	
4607494   	1803.493  	2825.202  	-311.639  	
4607545   	1803.475  	2825.342  	-311.635  	
4607596   	1803.475  	2825.355  	-311.637  	
4607644   	1803.478  	2825.366  	-311.638  	
4607695   	1803.477  	2825.398  	-311.636  	
4607743   	1803.472  	2825.432  	-311.638  	
4607794   	1803.403  	2825.912  	-311.645  	
4607845   	1803.309  	2826.560  	-311.640  	
4607893   	1803.249  	2827.134  	-311.646  	
4607944   	1803.142  	2827.934  	-311.648  	
4607995   	1803.023  	2828.765  	-311.647  	
4608043   	1802.990  	2829.118  	-311.650  	
4608094   	1802.924  	2829.577  	-311.646  	
4608145   	1802.867  	2830.042  	-311.644  	
4608196   	1802.805  	2830.486  	-311.640  	
4608244   	1802.775  	2830.837  	-311.640  	
4608346   	1802.703  	2831.430  	-311.637  	
4608394   	1802.589  	2832.164  	-311.634  	
4608445   	1802.541  	2832.661  	-311.638  	
4608493   	1802.488  	2833.052  	-311.650  	
4608544   	1802.410  	2833.598  	-311.654  	
4608595   	1802.333  	2834.185  	-311.640  	
4608643   	1802.305  	2834.569  	-311.619  	
4608694   	1802.274  	2834.841  	-311.613  	


Session #4

Time Stamp 	X-axis 		Y-axis 		Z-axis 		
4634201   	2090.926  	2874.620  	-377.431  	
4634252   	2090.922  	2874.626  	-377.433  	
4634300   	2090.918  	2874.629  	-377.433  	
4634351   	2090.916  	2874.631  	-377.431  	
4634399   	2090.916  	2874.632  	-377.432  	
4634447   	2090.918  	2874.629  	-377.433  	
4634501   	2090.921  	2874.630  	-377.432  	
4634549   	2090.925  	2874.631  	-377.433  	
4634600   	2091.475  	2874.734  	-377.439  	
4634648   	2094.364  	2875.100  	-377.405  	
4634696   	2096.288  	2875.306  	-377.398  	
4634750   	2097.054  	2875.426  	-377.404  	
4634798   	2097.590  	2875.490  	-377.400  	
4634849   	2099.069  	2875.674  	-377.353  	
4634897   	2100.473  	2875.868  	-377.346  	
4634948   	2102.060  	2876.083  	-377.288  	
4634999   	2103.579  	2876.292  	-377.269  	
4635050   	2105.134  	2876.490  	-377.233  	
4635098   	2106.551  	2876.669  	-377.218  	
4635149   	2108.249  	2876.871  	-377.199  	
4635197   	2109.759  	2877.051  	-377.184  	
4635251   	2111.053  	2877.232  	-377.195  	
4635299   	2112.156  	2877.381  	-377.163  	
4635350   	2113.440  	2877.548  	-377.105  	
4635398   	2114.461  	2877.670  	-377.120  	
4635446   	2115.306  	2877.787  	-377.106  	
4635500   	2116.516  	2877.921  	-377.088  	
4635548   	2117.632  	2878.083  	-377.087  	
4635599   	2119.218  	2878.284  	-377.047  	
4635647   	2120.878  	2878.505  	-377.014  	
4635698   	2122.552  	2878.729  	-377.024  	
4635749   	2124.205  	2878.925  	-377.032  	
4635800   	2125.891  	2879.172  	-377.032  	
4635848   	2127.400  	2879.351  	-376.997  	
4635899   	2128.769  	2879.539  	-377.001  	
4635947   	2130.126  	2879.691  	-376.993  	
4636001   	2131.632  	2879.866  	-376.964  	
4636049   	2132.799  	2880.057  	-376.958  	
4636100   	2134.318  	2880.257  	-376.919  	
4636148   	2135.796  	2880.421  	-376.903  	
4636199   	2137.140  	2880.581  	-376.905  	
4636250   	2138.833  	2880.798  	-376.890  	
4636298   	2140.709  	2881.030  	-376.837  	
4636349   	2143.022  	2881.346  	-376.842  	
4636397   	2145.855  	2881.693  	-376.850  	
4636448   	2148.899  	2882.080  	-376.812  	
4636499   	2151.479  	2882.394  	-376.781  	
4636550   	2153.608  	2882.690  	-376.796  	
4636598   	2155.405  	2882.928  	-376.811  	
4636649   	2157.097  	2883.140  	-376.791  	
4636700   	2158.460  	2883.321  	-376.821  	
4636751   	2159.582  	2883.455  	-376.804  	
4636799   	2160.445  	2883.576  	-376.800  	
4636850   	2161.927  	2883.764  	-376.771  	
4636898   	2163.500  	2883.975  	-376.763  	
4636949   	2165.412  	2884.199  	-376.752  	
4637000   	2167.145  	2884.433  	-376.732  	
4637048   	2168.773  	2884.639  	-376.667  	
4637099   	2170.463  	2884.857  	-376.705  	
4637147   	2172.173  	2885.071  	-376.710  	
4637198   	2174.122  	2885.322  	-376.693  	
4637249   	2176.255  	2885.611  	-376.644  	
4637300   	2178.221  	2885.867  	-376.625  	
4637348   	2179.773  	2886.061  	-376.602  	
4637399   	2181.449  	2886.293  	-376.559  	
4637447   	2183.129  	2886.529  	-376.544  	
4637498   	2185.108  	2886.790  	-376.493  	
4637549   	2186.619  	2886.994  	-376.492  	
4637600   	2188.066  	2887.183  	-376.486  	
4637648   	2189.660  	2887.370  	-376.483  	
4637699   	2191.288  	2887.585  	-376.469  	
4637750   	2192.937  	2887.791  	-376.476  	
4637798   	2194.642  	2888.010  	-376.455  	
4637849   	2196.581  	2888.260  	-376.380  	
4637897   	2198.615  	2888.525  	-376.341  	
4637948   	2201.008  	2888.847  	-376.339  	
4637999   	2203.394  	2889.155  	-376.227  	
4638047   	2205.635  	2889.425  	-376.257  	
4638098   	2207.689  	2889.686  	-376.228  	
4638149   	2209.307  	2889.908  	-376.212  	
4638197   	2210.554  	2890.063  	-376.189  	
4638248   	2211.802  	2890.238  	-376.156  	
4638299   	2212.828  	2890.391  	-376.150  	
4638350   	2214.126  	2890.537  	-376.138  	
4638398   	2215.746  	2890.751  	-376.110  	
4638449   	2217.896  	2891.036  	-376.096  	
4638557   	2222.530  	2891.628  	-376.035  	
4638608   	2224.610  	2891.895  	-376.021  	
4638656   	2226.387  	2892.109  	-375.976  	
4638707   	2227.655  	2892.286  	-375.994  	
4638758   	2228.641  	2892.444  	-375.981  	
4638809   	2229.295  	2892.528  	-375.977  	
4638860   	2230.805  	2892.718  	-375.991  	
4638908   	2232.340  	2892.910  	-375.971  	
4638959   	2234.022  	2893.123  	-375.972  	
4639007   	2235.703  	2893.356  	-375.950  	
4639058   	2237.430  	2893.565  	-375.946  	
4639109   	2238.914  	2893.772  	-375.944  	
4639157   	2240.672  	2893.999  	-375.926  	
4639208   	2242.242  	2894.188  	-375.922  	


Session #5

Time Stamp 	X-axis 		Y-axis 		Z-axis 		
4660937   	2423.514  	2917.723  	-105.766  	
4660991   	2423.510  	2917.726  	-105.763  	
4661039   	2423.514  	2917.734  	-105.763  	
4661090   	2423.509  	2917.736  	-105.764  	
4661138   	2423.497  	2917.734  	-105.770  	
4661189   	2423.495  	2917.738  	-105.773  	
4661240   	2423.495  	2917.737  	-105.773  	
4661288   	2423.494  	2917.737  	-105.771  	
4661339   	2423.494  	2917.740  	-105.773  	
4661390   	2423.456  	2917.730  	-105.765  	
4661441   	2423.132  	2917.688  	-105.228  	
4661489   	2422.015  	2917.576  	-103.370  	
4661540   	2421.214  	2917.446  	-101.971  	
4661591   	2420.387  	2917.380  	-100.560  	
4661639   	2419.966  	2917.317  	-99.875   	
4661690   	2419.115  	2917.201  	-98.368   	
4661741   	2417.988  	2917.074  	-96.389   	
4661789   	2417.031  	2916.967  	-94.768   	
4661840   	2416.192  	2916.856  	-93.359   	
4661888   	2415.241  	2916.739  	-91.705   	
4661939   	2414.510  	2916.645  	-90.496   	
4661990   	2413.847  	2916.577  	-89.312   	
4662038   	2413.249  	2916.503  	-88.350   	
4662089   	2412.629  	2916.416  	-87.307   	
4662140   	2411.878  	2916.316  	-86.009   	
4662188   	2411.067  	2916.213  	-84.682   	
4662239   	2409.726  	2916.043  	-82.348   	
4662290   	2408.329  	2915.878  	-79.899   	
4662341   	2406.995  	2915.744  	-77.698   	
4662389   	2405.804  	2915.583  	-75.685   	
4662437   	2404.654  	2915.440  	-73.714   	
4662491   	2403.436  	2915.261  	-71.568   	
4662539   	2402.245  	2915.126  	-69.526   	
4662590   	2401.216  	2915.019  	-67.785   	
4662638   	2400.005  	2914.842  	-65.737   	
4662689   	2398.492  	2914.641  	-63.105   	
4662740   	2397.286  	2914.516  	-61.081   	
4662788   	2396.490  	2914.420  	-59.697   	
4662839   	2395.783  	2914.349  	-58.517   	
4662890   	2395.221  	2914.298  	-57.586   	
4662938   	2394.917  	2914.243  	-57.063   	
4662989   	2394.817  	2914.216  	-56.854   	
4663040   	2394.763  	2914.198  	-56.741   	
4663091   	2394.488  	2914.173  	-56.291   	
4663139   	2394.217  	2914.141  	-55.850   	
4663190   	2393.875  	2914.101  	-55.236   	
4663241   	2393.318  	2914.027  	-54.294   	
4663289   	2392.136  	2913.907  	-52.323   	
4663340   	2390.984  	2913.753  	-50.340   	
4663388   	2389.787  	2913.615  	-48.332   	
4663439   	2388.425  	2913.432  	-45.965   	
4663490   	2386.973  	2913.246  	-43.555   	
